timesteps,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
53,1664.6173,2415.5842,3184.7244,3971.7214,4778.639,5594.57,6434.9956,7281.2417,8133.1875,9002.947,9893.339,10782.085,11683.527,12590.223,13509.766,14429.286,15367.007,16329.545,17312.371,18293.748,19276.436,20292.186,21319.135,22371.896,23413.592,24498.453,25578.248,26691.594,27818.61,28946.498,30085.123,31262.701,32448.19,33654.02,34903.117,36145.74,37403.94,38695.85,40001.66,41334.89,42678.87,44088.66,45492.137,46946.336,48406.2,49918.258,51471.445,53039.84,54662.11,56319.39,57999.69,59736.24,61536.434,63352.676,65232.785,67146.87,69111.19,71134.234,73205.484,75296.734,77406.52,79592.625,81834.47,84121.8,86532.67,89005.39,91527.16,94154.85,96880.766,99670.85,102574.79,105615.516,108789.234,112056.31,115454.76,119049.27,122777.74,126672.44,130770.11,135095.73,139653.31,144449.4,149527.81,154942.52,160707.42,166891.94,173556.0,180786.03,188658.61,197319.9,207049.73,217895.17,230337.5,244764.23,261832.03,282453.56,307238.22,336471.28,372802.94,420253.28
54,1551.2733,2516.2754,3493.5068,4482.211,5468.993,6488.71,7530.872,8570.47,9626.953,10684.393,11758.111,12856.035,13967.882,15063.284,16177.905,17307.21,18445.354,19607.67,20800.236,22032.453,23267.348,24540.424,25842.96,27152.05,28472.469,29814.734,31171.676,32560.613,33956.34,35378.938,36820.215,38282.223,39769.48,41281.973,42827.42,44392.824,45975.906,47601.844,49238.258,50908.84,52610.273,54372.35,56172.25,58015.504,59916.168,61840.76,63815.293,65791.26,67821.875,69880.95,71984.7,74131.266,76333.01,78555.89,80836.48,83175.11,85571.19,88011.64,90504.17,93082.81,95715.26,98419.57,101182.67,104010.33,106916.56,109910.44,112989.78,116170.92,119449.05,122846.5,126333.24,129966.23,133734.8,137635.3,141697.08,145906.5,150287.28,154912.1,159793.11,164865.6,170183.4,175805.31,181679.94,187825.81,194366.44,201238.03,208526.33,216162.84,224303.17,232931.33,242227.84,252209.14,262950.25,274808.25,288167.3,303588.12,321582.4,342630.06,367993.53,400198.72
55,1643.7944,2421.1516,3207.9507,4021.6543,4843.979,5672.09,6495.378,7331.728,8170.9917,9009.389,9843.704,10700.668,11564.47,12441.992,13348.887,14264.742,15205.536,16157.636,17125.115,18100.791,19113.668,20123.729,21147.133,22197.018,23249.254,24324.205,25423.053,26545.197,27679.781,28829.896,29981.836,31176.367,32371.863,33602.047,34838.945,36079.426,37337.23,38657.703,39969.52,41317.03,42694.94,44078.234,45481.848,46928.082,48412.11,49915.625,51475.26,53040.84,54675.746,56330.863,58024.875,59745.52,61523.27,63336.22,65214.09,67143.98,69083.2,71084.01,73165.234,75268.766,77477.07,79720.71,82011.984,84362.695,86785.836,89285.52,91890.26,94597.57,97377.086,100291.6,103302.58,106455.1,109764.75,113204.55,116740.63,120476.625,124362.4,128497.445,132853.08,137369.33,142151.75,147236.39,152691.55,158464.97,164638.53,171238.06,178419.47,186181.47,194743.02,204255.5,214676.69,226444.9,239719.11,255025.78,272618.0,292971.3,316741.0,345562.25,382509.25,432898.7
56,1579.355,2552.6577,3542.6294,4536.9106,5550.5977,6556.85,7609.91,8666.25,9752.109,10819.651,11926.824,13040.856,14167.208,15335.434,16503.275,17688.295,18880.826,20088.695,21333.906,22607.158,23862.373,25135.99,26436.594,27765.346,29123.713,30481.855,31870.854,33273.95,34719.348,36151.86,37623.312,39126.883,40656.46,42217.703,43800.383,45419.086,47066.758,48761.37,50457.805,52198.82,53983.844,55811.098,57655.105,59528.12,61448.19,63385.875,65360.1,67387.414,69448.55,71542.54,73671.836,75835.13,78029.61,80294.45,82596.87,84925.3,87306.07,89752.84,92251.805,94799.164,97407.05,100028.09,102739.02,105523.69,108360.39,111272.91,114279.586,117361.63,120551.53,123856.86,127294.44,130842.96,134503.55,138275.11,142246.0,146321.22,150579.7,155004.06,159594.12,164339.61,169324.38,174497.2,179883.97,185542.61,191454.4,197622.48,204111.67,210862.11,217935.31,225413.44,233225.94,241403.89,250192.72,259846.42,270999.16,284112.94,299307.1,316879.66,337620.47,363267.34
57,1612.4275,2432.4214,3273.1763,4129.713,4997.9004,5868.2974,6761.8984,7659.504,8566.495,9482.339,10411.889,11348.687,12325.007,13296.2705,14250.488,15216.918,16208.814,17216.44,18241.984,19282.31,20317.047,21364.604,22433.822,23518.736,24628.205,25756.68,26893.422,28051.273,29236.145,30437.168,31646.756,32888.273,34143.207,35422.08,36724.86,38033.484,39359.938,40726.227,42115.83,43513.61,44951.96,46409.902,47908.145,49432.67,50962.875,52554.527,54160.81,55815.215,57496.344,59222.676,61008.62,62793.78,64648.004,66525.85,68436.375,70410.12,72470.45,74579.086,76719.93,78907.0,81179.37,83529.94,85953.35,88438.37,91017.14,93703.33,96469.37,99350.625,102350.836,105450.055,108699.945,112071.05,115587.516,119284.086,123131.6,127143.695,131368.44,135784.47,140452.92,145406.55,150601.55,156129.16,162025.05,168327.0,175034.44,182219.38,190029.64,198432.48,207596.16,217604.42,228768.27,241041.95,254848.12,270622.5,288636.3,309921.66,334884.6,364293.34,401562.56,452468.97
58,1670.0676,2425.019,3204.6406,3976.4941,4781.1396,5573.2485,6369.571,7197.1543,8030.4595,8851.544,9714.176,10587.056,11456.096,12359.537,13270.514,14179.042,15130.302,16085.388,17050.326,18030.61,19019.758,20021.0,21051.533,22088.06,23138.154,24218.188,25292.916,26395.248,27522.037,28664.414,29820.24,30994.094,32181.31,33406.27,34626.8,35890.973,37168.445,38480.6,39790.367,41121.25,42487.734,43877.246,45289.902,46738.3,48216.207,49710.098,51273.305,52839.36,54450.883,56076.277,57783.914,59505.04,61254.18,63068.64,64924.96,66834.695,68786.65,70759.89,72789.82,74884.91,77024.65,79253.13,81518.59,83881.0,86318.4,88822.945,91399.83,94087.875,96862.945,99780.25,102777.36,105895.71,109175.555,112568.9,116124.24,119848.05,123732.76,127813.72,132120.77,136615.33,141395.06,146465.53,151790.97,157505.42,163631.23,170194.2,177256.72,184954.61,193354.5,202484.81,212748.72,224225.77,237239.08,252207.56,269624.56,290089.8,313956.34,342701.38,379003.06,426564.06
59,1660.2322,2396.717,3149.4475,3902.4229,4654.8535,5421.128,6196.849,6958.502,7741.983,8544.808,9365.788,10171.964,10999.059,11852.819,12697.121,13549.269,14443.716,15332.992,16226.061,17140.88,18088.383,19037.71,20023.877,21019.303,22032.082,23049.414,24081.074,25125.955,26205.104,27297.785,28413.488,29529.988,30664.512,31803.896,32972.67,34159.203,35368.06,36601.797,37832.39,39110.33,40390.953,41718.496,43076.324,44453.617,45883.113,47325.625,48818.348,50334.938,51868.48,53424.63,55040.973,56719.324,58452.168,60216.887,62017.223,63882.24,65786.164,67750.85,69764.55,71846.21,73972.11,76160.96,78412.68,80735.766,83104.97,85547.2,88071.96,90687.17,93419.35,96226.3,99148.65,102198.06,105353.93,108721.7,112212.625,115831.164,119623.12,123678.516,127875.98,132289.16,136943.61,141833.66,147039.23,152655.75,158646.11,165134.1,172026.56,179507.38,187700.58,196763.44,206778.75,218192.45,231226.05,246349.75,264039.66,284903.47,309561.4,339581.75,377736.34,429548.7
60,1676.8168,2464.211,3246.271,4049.9146,4861.758,5682.775,6528.8447,7394.311,8266.538,9152.602,10037.139,10949.78,11861.436,12790.91,13762.505,14718.398,15687.323,16689.387,17670.03,18688.514,19705.023,20749.068,21818.436,22906.17,24007.834,25103.848,26237.34,27362.633,28528.791,29697.828,30895.443,32110.242,33318.535,34573.76,35843.758,37141.504,38463.156,39806.3,41151.07,42509.773,43886.184,45334.53,46789.23,48270.39,49774.29,51300.22,52879.85,54500.5,56100.75,57782.176,59511.285,61216.465,63005.27,64845.117,66711.11,68654.1,70618.05,72604.04,74652.85,76757.945,78923.88,81124.73,83390.43,85708.53,88124.67,90634.98,93220.13,95884.125,98637.29,101489.54,104467.69,107562.305,110793.53,114148.71,117633.15,121283.08,125083.98,129065.06,133274.73,137716.98,142401.48,147325.58,152572.88,158174.27,164159.1,170545.98,177469.67,184940.64,193096.05,201963.47,211934.1,223171.69,236071.06,250786.4,268047.78,288009.1,311838.3,340254.34,375142.12,419333.8
61,1603.7781,2518.7734,3442.245,4386.937,5342.0625,6299.867,7273.961,8264.256,9271.583,10286.222,11321.625,12369.241,13438.09,14503.923,15587.069,16689.738,17807.338,18941.768,20089.693,21252.918,22443.688,23643.025,24880.959,26129.533,27395.428,28697.852,30016.863,31363.555,32725.703,34109.3,35504.62,36923.29,38379.44,39855.113,41366.69,42884.31,44441.19,46023.797,47625.516,49255.71,50930.824,52625.66,54352.113,56117.355,57914.676,59741.332,61603.11,63510.465,65457.395,67413.555,69425.56,71478.79,73569.06,75712.234,77911.67,80143.97,82426.914,84764.63,87171.31,89651.06,92165.77,94735.35,97385.86,100117.66,102921.46,105807.33,108771.57,111823.484,114966.41,118218.51,121613.89,125113.125,128740.89,132505.47,136433.98,140542.56,144832.0,149318.14,154032.61,158992.42,164196.12,169718.94,175474.98,181595.8,188054.22,194884.39,202175.62,209917.16,218225.17,227086.39,236618.3,246795.31,258000.06,270362.22,284118.62,299961.9,318370.88,340120.53,366299.72,399295.84
62,1651.2268,2427.215,3220.4006,4024.4143,4837.248,5663.621,6489.715,7347.168,8214.244,9097.427,9994.404,10876.783,11777.094,12691.806,13650.021,14611.353,15600.213,16588.926,17587.61,18603.09,19635.174,20671.91,21719.998,22815.545,23897.195,24997.996,26118.99,27264.865,28423.605,29599.639,30796.8,32011.621,33239.355,34495.105,35776.45,37080.766,38418.844,39781.047,41155.23,42564.496,43984.258,45437.99,46927.85,48437.812,49990.637,51563.5,53173.992,54832.742,56505.18,58230.023,59989.594,61797.0,63631.758,65495.727,67408.22,69363.36,71380.42,73442.836,75538.79,77673.195,79858.83,82109.9,84413.56,86803.38,89252.836,91800.66,94433.766,97186.945,100032.37,102986.85,106062.234,109253.305,112626.055,116139.555,119831.43,123677.625,127719.45,131967.69,136430.77,141157.94,146152.33,151440.55,157013.98,163018.19,169459.92,176391.25,183973.11,192177.38,201222.89,211099.05,221942.56,234178.78,248056.84,263919.44,282148.3,303365.78,327726.3,356558.5,392402.0,440840.62
63,1572.2119,2534.9543,3531.7856,4539.705,5553.0444,6576.816,7611.404,8658.087,9727.984,10803.299,11886.04,12992.947,14123.67,15273.674,16420.424,17592.531,18783.479,19989.754,21212.547,22463.637,23729.262,25008.863,26320.014,27648.193,29006.727,30385.371,31802.676,33221.582,34675.453,36172.395,37667.332,39205.48,40753.133,42327.715,43937.22,45562.977,47220.707,48903.895,50620.562,52369.395,54156.957,55960.38,57799.24,59680.797,61595.625,63532.805,65520.938,67529.9,69590.83,71695.336,73826.8,76006.91,78228.195,80505.2,82828.07,85195.32,87608.75,90068.62,92587.96,95170.4,97829.16,100513.34,103271.82,106109.8,109019.484,112014.47,115107.89,118301.86,121576.414,124985.63,128492.73,132157.95,135925.23,139812.17,143886.39,148091.3,152444.47,157011.16,161763.14,166678.06,171834.47,177233.66,182841.16,188747.6,194920.48,201407.08,208217.31,215361.38,222873.38,230827.55,239160.98,248005.78,257556.84,268158.53,280676.3,295233.25,312222.72,331644.12,354709.34,382603.1
64,1627.805,2491.6455,3346.2131,4223.1406,5061.3203,5899.367,6751.425,7652.6543,8573.662,9470.343,10421.209,11381.897,12359.01,13362.892,14371.568,15379.299,16413.295,17458.498,18519.31,19605.107,20708.945,21821.16,22949.926,24089.732,25230.512,26402.33,27578.934,28768.496,29979.004,31198.62,32435.473,33699.273,34981.168,36274.914,37595.41,38939.48,40320.18,41693.945,43099.28,44525.18,45987.492,47475.168,48995.65,50544.008,52111.277,53724.53,55369.414,57042.79,58750.29,60482.906,62289.992,64141.867,66016.46,67929.23,69895.17,71919.34,73998.086,76132.14,78316.18,80540.58,82845.445,85223.234,87643.945,90174.555,92775.984,95448.414,98197.836,101033.84,103984.78,107026.59,110202.18,113497.484,116916.1,120488.84,124232.766,128182.31,132291.03,136587.83,141116.7,145871.64,150919.9,156320.12,162007.05,168095.72,174716.95,181792.86,189470.45,197889.44,207006.81,217005.95,228023.73,240332.1,254166.39,270073.84,288488.84,309788.44,334828.5,364801.8,401930.12,451865.47
65,1620.8326,2520.507,3432.278,4366.756,5296.9897,6239.315,7200.112,8168.4697,9154.818,10139.423,11132.869,12163.557,13201.082,14238.889,15289.764,16358.073,17441.02,18543.16,19643.8,20788.412,21937.8,23109.107,24306.67,25525.516,26762.117,28018.895,29289.854,30582.826,31923.059,33275.008,34649.324,36051.016,37475.11,38925.805,40413.82,41906.87,43442.207,44997.438,46569.31,48184.438,49841.58,51515.41,53229.4,54962.906,56759.832,58585.87,60451.793,62347.5,64299.72,66278.445,68276.27,70349.305,72471.69,74642.24,76856.47,79110.164,81417.96,83786.68,86209.516,88721.65,91297.05,93931.88,96653.88,99445.28,102346.945,105331.91,108407.85,111563.66,114836.57,118203.47,121700.31,125330.37,129079.125,132948.67,136990.42,141233.31,145681.83,150295.48,155099.42,160096.55,165419.89,171010.08,176851.33,182982.84,189497.84,196317.3,203543.72,211202.88,219312.81,227969.28,237273.45,247297.56,258272.28,270270.7,283810.16,299412.28,317471.5,338862.4,364488.34,396374.22
66,1675.0724,2408.5542,3139.2458,3889.3938,4657.517,5422.8574,6208.0312,6998.8003,7793.724,8625.922,9461.496,10295.954,11154.537,12000.843,12879.58,13770.624,14648.139,15554.742,16481.213,17402.336,18353.902,19307.996,20290.502,21283.96,22262.844,23279.957,24279.592,25295.965,26330.936,27384.725,28447.197,29525.416,30639.51,31766.494,32902.445,34071.895,35254.168,36453.3,37688.96,38962.21,40250.72,41508.105,42861.22,44229.355,45632.08,47079.82,48584.285,50098.547,51683.39,53282.426,54902.465,56559.113,58260.92,60004.676,61772.055,63587.29,65473.992,67416.516,69411.78,71469.56,73591.83,75772.25,77991.32,80243.05,82586.7,84946.484,87395.56,89967.15,92635.81,95402.61,98262.59,101206.34,104253.94,107440.36,110776.16,114213.15,117836.375,121661.516,125662.875,129840.92,134259.58,138935.14,143902.72,149203.0,154853.84,160880.55,167432.02,174463.23,182170.55,190779.44,200205.14,210871.44,223296.97,237826.83,254893.08,275682.0,300839.53,330875.06,368807.66,419705.47
67,1568.8591,2516.3008,3480.7085,4467.603,5465.7915,6465.9473,7464.9697,8491.546,9514.92,10567.71,11633.246,12736.521,13839.7295,14961.613,16105.551,17267.41,18459.379,19656.334,20887.498,22128.025,23396.04,24687.967,26015.654,27372.717,28720.645,30101.77,31515.172,32942.766,34395.86,35847.777,37341.926,38863.094,40406.293,41965.707,43549.156,45176.81,46838.797,48518.44,50234.84,51973.973,53752.64,55567.92,57427.18,59312.105,61209.664,63170.387,65149.16,67163.92,69221.03,71314.49,73456.86,75635.43,77863.375,80128.25,82438.48,84766.01,87176.26,89622.81,92112.45,94689.445,97303.51,99990.57,102745.61,105555.91,108446.14,111424.45,114491.08,117655.164,120906.016,124262.945,127709.01,131239.47,134898.02,138696.25,142619.17,146715.95,151001.23,155433.0,160083.16,164894.44,169964.92,175245.95,180757.92,186559.5,192553.72,198767.06,205266.55,212174.77,219331.48,227078.78,235265.67,243959.7,253300.7,263557.34,275383.3,288847.8,304237.8,321740.34,342162.7,367332.28
68,1671.8625,2407.3706,3140.1987,3885.1897,4653.375,5433.08,6224.7334,7010.008,7817.9873,8634.391,9468.832,10290.488,11138.866,11985.176,12841.965,13690.388,14586.053,15498.95,16428.926,17365.887,18316.285,19296.744,20277.85,21273.818,22281.924,23333.068,24373.498,25440.04,26519.861,27613.074,28719.64,29846.674,30961.523,32121.342,33309.297,34533.38,35788.758,37056.61,38349.48,39670.39,41007.625,42364.8,43735.445,45152.676,46608.566,48067.01,49599.023,51125.215,52711.613,54321.367,55998.74,57693.625,59383.195,61158.64,62975.043,64833.543,66753.57,68749.67,70785.734,72906.29,75017.53,77185.555,79407.375,81704.61,84095.65,86523.24,89045.24,91660.3,94340.27,97154.35,100081.0,103119.27,106233.484,109505.28,112907.734,116465.06,120219.42,124102.516,128220.766,132555.23,137061.75,141834.02,146882.55,152286.4,158037.66,164168.39,170733.92,177929.52,185729.28,194277.7,203844.03,214726.88,227213.72,241917.58,259111.97,279356.5,303442.16,332517.9,368791.56,417898.78
69,1584.2657,2604.9937,3643.1616,4701.9536,5779.1396,6877.9355,7992.3936,9118.048,10256.865,11402.206,12540.137,13726.7705,14921.54,16137.434,17370.781,18616.766,19886.42,21148.707,22462.066,23770.02,25121.055,26495.86,27885.508,29299.988,30719.02,32148.355,33624.9,35122.16,36648.723,38190.055,39765.414,41349.793,42973.285,44639.953,46321.062,48021.7,49742.07,51505.887,53264.94,55079.797,56936.363,58811.93,60723.45,62670.734,64645.03,66668.08,68739.31,70829.31,72970.78,75150.64,77386.0,79627.89,81939.73,84296.266,86684.6,89126.34,91615.6,94147.39,96731.164,99375.305,102095.53,104880.95,107735.516,110677.7,113708.375,116825.65,120011.984,123304.53,126704.52,130184.02,133789.06,137519.28,141347.67,145328.95,149465.5,153764.83,158206.6,162846.48,167663.83,172768.88,178030.17,183557.56,189334.31,195416.86,201718.98,208390.6,215321.7,222594.77,230200.92,238199.86,246556.58,255270.23,264552.1,274900.53,287028.38,301335.0,317962.06,337022.8,359462.06,386659.34
70,1591.2346,2515.2454,3459.5415,4423.273,5395.305,6382.098,7388.3774,8392.045,9417.969,10450.889,11490.167,12558.516,13629.882,14724.866,15827.847,16960.072,18119.652,19292.113,20478.562,21694.744,22930.385,24189.691,25468.143,26747.625,28064.434,29400.287,30763.168,32151.49,33547.19,34974.113,36445.426,37948.18,39458.9,41003.71,42577.727,44179.17,45806.504,47460.176,49153.332,50870.566,52612.734,54407.21,56228.6,58085.492,59971.227,61890.9,63856.992,65871.766,67911.63,70007.1,72139.53,74312.836,76523.21,78787.2,81106.31,83465.37,85895.82,88338.305,90874.34,93438.88,96070.766,98763.47,101519.05,104396.586,107338.84,110380.33,113520.74,116742.125,120054.57,123466.734,127003.78,130643.9,134407.06,138311.48,142378.56,146569.77,150962.47,155525.25,160269.6,165199.11,170375.81,175753.31,181408.53,187339.36,193528.56,200062.95,206946.02,214158.64,221800.58,229900.5,238550.7,247752.53,257585.84,268522.9,281069.88,295797.25,312642.0,332274.38,355633.62,384183.6
71,1595.7032,2382.6543,3196.7722,3999.6162,4834.0156,5686.1377,6552.648,7423.745,8315.148,9199.75,10104.736,11019.387,11959.204,12908.133,13856.422,14826.627,15773.896,16759.924,17771.623,18803.03,19848.717,20918.486,21996.34,23098.75,24224.9,25374.957,26532.545,27684.89,28877.691,30106.805,31314.518,32550.398,33841.855,35127.434,36412.375,37715.535,39090.72,40478.66,41901.05,43337.203,44806.305,46282.45,47789.727,49316.21,50873.42,52456.65,54083.58,55726.242,57406.824,59122.38,60874.344,62672.094,64510.586,66376.23,68291.77,70254.28,72267.53,74316.85,76446.836,78646.67,80885.4,83216.03,85616.22,88081.4,90609.18,93239.74,95963.12,98796.39,101735.195,104800.54,107986.24,111283.336,114727.3,118275.805,121988.45,125862.06,129929.305,134162.27,138617.98,143293.84,148181.31,153404.69,158868.5,164792.61,171099.5,177872.94,185246.75,193132.16,201810.0,211323.97,221766.25,233365.88,246378.22,261432.31,278827.6,299093.56,322411.25,349063.44,381185.97,423211.38
72,1616.0814,2420.5894,3250.1868,4074.3933,4906.499,5759.6753,6621.0635,7503.605,8392.708,9301.802,10229.146,11152.358,12071.298,13025.412,13977.626,14951.772,15937.339,16936.303,17947.42,18994.61,20041.752,21106.943,22195.6,23304.703,24422.17,25529.967,26671.12,27831.104,29007.988,30197.998,31428.357,32677.373,33926.73,35219.746,36521.215,37858.473,39210.008,40582.32,41986.812,43423.016,44851.33,46312.453,47806.89,49331.92,50877.348,52462.934,54058.895,55685.113,57356.086,59065.43,60818.574,62612.66,64421.13,66289.87,68194.21,70120.4,72124.445,74176.13,76247.4,78392.414,80603.49,82843.305,85152.09,87507.7,89963.164,92489.38,95114.83,97847.92,100672.055,103630.91,106684.71,109884.84,113243.46,116736.62,120368.71,124201.516,128195.54,132459.47,136918.88,141656.25,146646.11,151987.75,157685.81,163753.02,170197.17,177198.34,184727.64,192913.23,201797.31,211625.1,222331.86,234219.88,247635.86,262852.72,280347.03,300592.47,324202.66,352164.56,386597.2,432444.8
73,1643.3881,2419.7825,3214.6663,4014.4707,4818.4814,5631.9604,6439.7563,7288.4414,8145.6587,9012.561,9883.744,10753.565,11632.689,12539.796,13436.709,14344.83,15270.672,16223.531,17200.72,18182.887,19164.719,20168.63,21176.469,22205.166,23185.338,24232.404,25278.162,26345.48,27418.615,28534.824,29680.457,30842.814,32024.855,33218.477,34448.13,35687.836,36958.715,38247.05,39564.38,40898.42,42275.04,43688.9,45117.305,46581.76,48055.31,49581.887,51149.492,52739.277,54366.992,56043.62,57771.85,59531.062,61335.082,63175.645,65067.63,66977.22,68933.58,70942.01,73014.62,75142.57,77327.15,79537.41,81806.63,84116.87,86509.375,88994.69,91552.63,94227.79,97008.23,99890.93,102873.664,105987.375,109220.3,112603.55,116169.89,119866.67,123756.36,127857.9,132108.83,136609.45,141363.23,146445.42,151812.84,157551.12,163706.75,170307.88,177433.45,185222.9,193645.16,203036.42,213417.6,225018.44,237892.05,252625.56,269529.25,288974.3,312199.1,340166.2,374577.53,419655.88
74,1670.717,2471.4082,3294.5435,4115.6562,4954.462,5788.339,6664.7075,7528.3564,8410.621,9305.167,10203.815,11094.047,11993.823,12908.199,13835.655,14762.281,15714.236,16662.008,17636.717,18621.072,19622.898,20646.066,21672.646,22743.922,23824.852,24918.373,26044.502,27174.2,28346.799,29525.842,30729.027,31948.432,33189.297,34454.0,35741.65,37050.59,38375.64,39734.555,41103.727,42516.758,43962.34,45423.68,46898.27,48417.71,49957.88,51519.887,53125.75,54762.184,56432.67,58146.008,59870.84,61653.99,63466.473,65326.516,67217.24,69135.45,71104.94,73157.51,75215.04,77355.19,79551.9,81794.664,84089.97,86434.69,88835.96,91323.9,93901.04,96581.01,99339.64,102205.16,105181.68,108272.58,111509.19,114904.836,118448.44,122147.91,126020.09,130063.8,134296.06,138776.0,143469.5,148514.12,153815.86,159487.95,165573.36,172094.88,179109.31,186770.55,195111.03,204350.03,214659.98,226053.7,238802.33,253499.2,270667.7,290871.53,314454.78,342664.16,377034.9,422541.16
75,1619.2083,2417.0813,3224.6055,4043.174,4878.37,5727.817,6580.9683,7452.7515,8323.361,9222.642,10123.033,11026.953,11939.875,12870.806,13823.335,14787.476,15780.817,16779.07,17802.492,18830.445,19872.416,20938.441,22014.166,23102.709,24210.543,25336.988,26510.412,27691.215,28880.834,30121.352,31380.89,32667.92,33976.07,35291.746,36645.676,38002.688,39395.016,40801.543,42249.05,43710.414,45201.195,46711.734,48260.89,49826.94,51428.883,53064.168,54723.38,56415.973,58148.3,59903.52,61715.08,63566.395,65443.402,67375.055,69360.19,71374.05,73465.125,75593.445,77777.84,80043.7,82357.52,84735.39,87190.516,89746.65,92352.71,95054.71,97848.516,100749.23,103759.44,106884.12,110145.164,113541.35,117078.32,120776.8,124623.24,128638.94,132852.48,137220.45,141847.05,146718.1,151883.98,157403.88,163215.05,169402.19,176061.83,183210.95,190878.92,199196.78,208191.62,218064.03,228953.19,240942.47,254393.61,269507.5,286999.44,307104.97,330497.03,357937.72,392253.8,437201.28
76,1573.0316,2484.5518,3407.9548,4337.3164,5295.039,6267.939,7234.816,8217.235,9212.322,10225.501,11256.175,12299.858,13363.299,14434.201,15531.374,16641.87,17767.15,18912.623,20043.121,21223.006,22409.42,23623.246,24841.123,26091.408,27351.11,28648.764,29947.473,31278.96,32637.447,34014.74,35430.438,36867.8,38344.42,39846.363,41364.566,42931.508,44513.027,46154.53,47820.926,49497.36,51221.543,52973.406,54760.273,56585.465,58433.46,60329.797,62259.434,64211.38,66200.46,68256.016,70353.234,72503.63,74677.83,76904.586,79173.06,81498.6,83855.42,86279.16,88761.54,91313.01,93898.664,96578.38,99318.734,102152.86,105053.67,108044.58,111109.85,114288.4,117577.88,120944.36,124454.836,128115.19,131879.55,135769.05,139870.22,144125.84,148587.92,153185.7,158068.97,163192.94,168564.16,174184.33,180156.44,186445.14,193024.27,200034.08,207404.44,215253.72,223670.69,232596.11,242198.19,252543.95,263745.78,276099.03,290104.8,306136.78,324915.0,346762.75,372735.38,405953.5
77,1590.7418,2401.7356,3224.5464,4081.9866,4937.725,5795.1265,6662.089,7538.728,8407.276,9305.995,10224.413,11154.84,12093.239,13064.337,14048.066,15045.031,16043.665,17084.338,18131.652,19211.938,20289.066,21382.258,22488.545,23611.584,24757.496,25911.63,27099.121,28294.848,29500.838,30716.008,31957.592,33219.625,34499.902,35813.215,37144.703,38501.56,39874.29,41280.074,42679.887,44113.92,45576.22,47068.03,48577.848,50121.477,51680.742,53281.633,54907.105,56559.293,58257.42,60004.41,61785.3,63604.27,65448.945,67337.8,69297.36,71279.76,73325.66,75433.625,77590.51,79810.44,82080.21,84441.0,86880.31,89386.625,91973.66,94657.76,97436.77,100350.77,103353.625,106466.49,109666.945,113010.3,116500.53,120122.89,123908.09,127872.7,132011.64,136370.4,140930.73,145767.03,150851.02,156242.17,161992.12,168094.66,174708.08,181699.84,189404.84,197670.48,206721.56,216629.23,227489.03,239532.53,253005.92,268256.0,285532.22,305458.72,329073.72,357338.12,393039.6,441963.16
78,1693.6824,2479.4006,3297.7935,4136.2534,4991.634,5847.78,6709.679,7572.288,8442.105,9326.475,10213.145,11114.117,12035.128,12967.532,13909.532,14858.675,15818.43,16790.174,17775.271,18774.182,19805.361,20843.521,21889.797,22959.076,24039.203,25147.826,26271.44,27388.105,28536.52,29699.258,30883.912,32086.996,33312.094,34561.613,35815.176,37101.84,38389.55,39712.6,41051.66,42416.324,43815.895,45249.99,46700.098,48200.438,49711.266,51255.79,52841.945,54468.113,56134.81,57817.13,59531.54,61295.27,63087.24,64908.91,66754.04,68644.8,70591.06,72604.18,74662.43,76773.47,78905.89,81117.95,83359.8,85677.28,88056.05,90574.06,93123.03,95793.29,98561.38,101415.62,104396.92,107515.68,110805.78,114223.18,117771.125,121528.41,125434.63,129554.8,133917.78,138515.36,143327.34,148402.36,153803.22,159584.9,165712.1,172304.28,179393.05,187063.45,195480.4,204721.44,214857.02,226269.4,239269.98,254241.47,270982.5,290169.38,312665.84,339649.34,373178.53,416369.4
79,1628.4395,2510.5627,3409.605,4322.5425,5238.6865,6172.6245,7118.1646,8075.838,9050.561,10047.539,11053.527,12082.92,13136.189,14197.351,15269.624,16364.45,17459.105,18592.406,19740.582,20892.537,22068.46,23271.414,24483.451,25715.648,26987.895,28283.768,29599.625,30945.887,32305.055,33679.336,35071.47,36471.867,37930.375,39406.395,40914.992,42425.492,43986.445,45562.363,47186.633,48821.79,50484.324,52180.176,53910.094,55682.55,57487.82,59318.242,61170.516,63077.625,65019.484,67001.01,69008.77,71083.46,73197.125,75359.31,77578.125,79844.76,82175.04,84575.914,87020.53,89538.78,92110.32,94747.74,97479.09,100260.76,103109.32,106052.64,109043.58,112175.85,115399.92,118736.58,122214.16,125809.07,129527.86,133398.3,137428.89,141647.7,146031.73,150638.73,155441.81,160463.31,165815.52,171376.88,177263.83,183474.56,190064.78,196950.25,204253.3,212057.02,220268.62,229008.64,238293.03,248300.12,259076.66,271060.03,284540.2,300190.9,318606.12,340118.7,366254.97,399021.7
